Name,RA,DEC,Time on Target (seconds),Notes
IC 3476,12:32:39.778,+14:03:05.48,54000,found in SCI-20251101-HE-01_Sband_epoch1.json; found in SCI-20251101-HE-01_Sband_rising_epoch.json; found in SCI-20251101-HE-01_Sband_setting_epoch.json; found in SCI-20251101-HE-01_UHF_epoch.json
